rank,title,total ratings,installs,average rating,growth (30 days),category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,Name,EU_Sales,Publisher,Genre,Year,Platform
334,Game of Dice,295628,5.0 M,4,0.2,GAME BOARD,194900,45677,20155,8733,26161,FALSE,Spyro: Year of the Dragon,1.58,Sony Computer Entertainment,Platform,2000,PS
335,Pinball Pro,282866,10.0 M,4,0.0,GAME BOARD,190032,46076,23927,6933,15895,FALSE,FIFA Soccer 2005,2.48,Electronic Arts,Sports,2004,PS2
336,Checkers Online Elite,277062,10.0 M,4,0.0,GAME BOARD,186130,33342,18640,8135,30813,FALSE,Pokémon Trading Card Game,0.73,Nintendo,Strategy,1998,GB
337,Woody Block Puzzle ®,276518,10.0 M,4,0.4,GAME BOARD,195563,43630,12654,6916,17752,FALSE,Battlefield 4,1.51,Electronic Arts,Shooter,2013,PS3
338,Gaple-Domino QiuQiu Poker Capsa Slots Game Online,267286,5.0 M,4,3.6,GAME BOARD,216554,19173,11667,5256,14634,FALSE,MySims,1.61,Electronic Arts,Simulation,2007,DS
339,Backgammon - Narde,264663,10.0 M,4,0.9,GAME BOARD,196888,23316,7163,4340,32954,FALSE,Friend Collection,0,Nintendo,Misc,2009,DS
340,Bingo Pop: Free Live Multiplayer Bingo Board Games,263074,10.0 M,4,0.7,GAME BOARD,206440,26008,11760,5865,12999,FALSE,Tony Hawk's Pro Skater 4,1.18,Activision,Sports,2002,PS2
341,RISK: Global Domination,261799,10.0 M,4,1.6,GAME BOARD,186942,34906,13333,6552,20064,FALSE,Midnight Club 3: DUB Edition,1.22,Take-Two Interactive,Racing,2005,PSP
342,Slots: Epic Jackpot Slots Games Free & Casino Game,257492,1.0 M,4,0.9,GAME BOARD,234050,11006,4005,1777,6651,FALSE,Banjo-Kazooie,1.13,Nintendo,Platform,1998,N64
343,Yalla Ludo - Ludo&Domino,256773,50.0 M,4,8.2,GAME BOARD,195552,14301,10068,6125,30724,FALSE,SOCOM: U.S. Navy SEALs,0.81,Sony Computer Entertainment,Shooter,2002,PS2
344,Tap Color - Color by number. Coloring Game,256158,10.0 M,4,0.3,GAME BOARD,202678,19491,11109,6294,16584,FALSE,Guitar Hero: World Tour,0.97,Activision,Misc,2008,Wii
345,Onnect - Pair Matching Puzzle,242006,10.0 M,4,0.8,GAME BOARD,161104,36953,11231,7784,24932,FALSE,Gran Turismo 6,1.8,Sony Computer Entertainment,Racing,2013,PS3
346,Ludo SuperStar,237706,50.0 M,4,3.2,GAME BOARD,152766,23513,14002,10385,37038,FALSE,Jak and Daxter: The Precursor Legacy,01.09,Sony Computer Entertainment,Platform,2001,PS2
347,Domino Gaple TopFun(Domino QiuQiu):Free dan online,228476,1.0 M,4,0.1,GAME BOARD,180118,13063,9967,5143,20184,FALSE,Pokemon Snap,0.68,Nintendo,Simulation,1999,N64
348,Chess - Clash of Kings,221378,10.0 M,4,3.1,GAME BOARD,155994,33820,12131,4574,14856,FALSE,FIFA Soccer 10,2.46,Electronic Arts,Sports,2009,PS3
349,Cờ Tỷ Phú - Co Ty Phu ZingPlay - Board Game,221279,5.0 M,4,1.3,GAME BOARD,184719,9219,5639,2509,19189,FALSE,Pro Evolution Soccer 2008,0,Konami Digital Entertainment,Sports,2007,PS2
350,"Colorscapes - Color by Number, Coloring Games",219916,10.0 M,4,4.8,GAME BOARD,190920,12118,6114,2732,8029,FALSE,Call of Duty: Ghosts,1.42,Activision,Shooter,2013,PS4
351,Ludo Talent- Online Ludo&Chatroom,207685,10.0 M,4,3.7,GAME BOARD,138317,22597,12774,6990,27005,FALSE,Resident Evil 4,0.83,Capcom,Action,2005,PS2
352,Mahjong Master,206953,10.0 M,4,0.1,GAME BOARD,159460,31048,8926,2908,4608,FALSE,Tom Clancy's The Division,1.61,Ubisoft,Shooter,2016,PS4
353,Backgammon Free - Lord of the Board - Table Game,200804,5.0 M,4,2.3,GAME BOARD,147818,11277,6510,3918,31278,FALSE,Star Wars: Battlefront,1.22,LucasArts,Shooter,2004,PS2
354,YAHTZEE® With Buddies Dice Game,199569,10.0 M,4,1.6,GAME BOARD,122036,28805,14402,10209,24114,FALSE,Doom II: Hell on Earth,1.4,Virgin Interactive,Shooter,1994,PC
355,Sudoku Free,193778,5.0 M,4,0.0,GAME BOARD,139962,43688,6448,1179,2499,FALSE,The Simpsons: Road Rage,1.17,Electronic Arts,Racing,2001,PS2
356,Fun 101 Okey,190736,5.0 M,4,1.1,GAME BOARD,159290,6177,3043,1955,20268,FALSE,Cooking Mama 2: Dinner With Friends,1.5,505 Games,Simulation,2007,DS
357,Tile Craft - Triple Crush: Puzzle matching game,189798,5.0 M,4,0.8,GAME BOARD,130404,35555,15055,3097,5684,FALSE,Luigi's Mansion,0.67,Nintendo,Action,2001,GC
358,Dice With Buddies™ Free - The Fun Social Dice Game,183337,5.0 M,4,0.2,GAME BOARD,114799,27401,13296,8750,19089,FALSE,Star Wars: Battlefront II,01.02,LucasArts,Shooter,2005,PS2
359,Travelling Millionaire,183016,5.0 M,3,0.0,GAME BOARD,113744,11105,9547,5602,43015,FALSE,WWF SmackDown!,1.35,THQ,Fighting,2000,PS
360,Çanak Okey - Mynet,175837,5.0 M,4,0.1,GAME BOARD,121928,10437,8149,4406,30915,FALSE,Croc: Legend of the Gobbos,1.79,Fox Interactive,Platform,1997,PS
361,Reversi Free,175718,5.0 M,4,0.1,GAME BOARD,114159,37346,11296,3368,9546,FALSE,Grand Theft Auto: Liberty City Stories,1.4,Take-Two Interactive,Action,2006,PS2
362,Rummikub®,173571,5.0 M,4,2.4,GAME BOARD,143591,13315,4405,2750,9508,FALSE,The Getaway,1.77,Sony Computer Entertainment,Action,2002,PS2
363,Tile Master - Classic Triple Match & Puzzle Game,169696,50.0 M,4,3.8,GAME BOARD,124263,11055,8516,6437,19422,FALSE,Tomb Raider III: Adventures of Lara Croft,1.58,Eidos Interactive,Action,1997,PS
364,Ludo,162936,50.0 M,4,6.5,GAME BOARD,114317,17059,9620,5048,16890,FALSE,James Bond 007: Agent Under Fire,1.13,Electronic Arts,Shooter,2001,PS2
365,Carrom King™ - Best Online Carrom Board Pool Game,160744,50.0 M,4,3.9,GAME BOARD,106470,17372,9565,5473,21862,FALSE,LEGO Star Wars: The Video Game,1.14,Eidos Interactive,Action,2005,PS2
366,Fleet Battle - Sea Battle,158521,10.0 M,4,1.6,GAME BOARD,108183,26837,11124,3535,8839,FALSE,Battlefield 4,01.08,Electronic Arts,Shooter,2013,X360
367,Numberzilla - Number Puzzle | Board Game,151671,10.0 M,4,4.7,GAME BOARD,94437,20567,13519,6540,16605,FALSE,FIFA Soccer 11,2.4,Electronic Arts,Sports,2010,X360
368,Slots: VIP Deluxe Slot Machines Free - Vegas Slots,151004,5.0 M,4,0.0,GAME BOARD,136805,6439,2289,1159,4309,FALSE,Rugrats in Paris: The Movie,1.33,THQ,Action,2000,PS
369,Domino QiuQiu KiuKiu Online(koin gratis),149633,1.0 M,4,1.3,GAME BOARD,129492,5996,3944,2091,8108,FALSE,Spyro 2: Ripto's Rage!,1.21,Sony Computer Entertainment,Platform,1999,PS
370,Mahjong Titan,141110,10.0 M,4,0.0,GAME BOARD,99540,32990,6680,890,1010,FALSE,Left 4 Dead,0.5,Electronic Arts,Shooter,2008,X360
371,Einstein's Riddle Logic Puzzles,140706,1.0 M,4,0.7,GAME BOARD,106667,25275,5275,1430,2056,FALSE,Mario & Sonic at the Olympic Winter Games,1.66,Sega,Sports,2009,DS
372,Ludo All Star - Play Online Ludo Game & Board Game,138105,10.0 M,4,2.2,GAME BOARD,102104,10047,6688,4638,14626,FALSE,Resident Evil 5,0.94,Capcom,Action,2009,X360
373,Four In A Line Free,134398,5.0 M,4,0.0,GAME BOARD,82092,34320,10335,2776,4873,FALSE,Donkey Kong Country 3: Dixie Kong's Double Trouble!,0.5,Nintendo,Platform,1996,SNES
374,Coloring Book - Color by Number & Paint by Number,131464,10.0 M,4,3.2,GAME BOARD,103785,11277,5757,2467,8175,FALSE,Assassin's Creed: Brotherhood,0.39,Ubisoft,Action,2010,X360
375,인생역전윷놀이,126466,1.0 M,3,0.1,GAME BOARD,68210,21237,16060,4827,16130,FALSE,Kung Fu,0.38,Nintendo,Action,1985,NES
376,Chess Online - Duel friends online!,122235,5.0 M,4,5.7,GAME BOARD,82530,22097,8396,2557,6652,FALSE,Batman: Arkham Asylum,0.97,Eidos Interactive,Action,2009,X360
377,Slot Casino - Slot Machines,116322,10.0 M,4,0.0,GAME BOARD,74028,16366,10328,4770,10827,FALSE,Clubhouse Games,1.83,Nintendo,Misc,2006,DS
378,Loco Parchís - Magic Ludo & Mega dice! USA Vip Bet,111670,1.0 M,4,0.1,GAME BOARD,69697,14357,6508,3569,17536,FALSE,FIFA Soccer 2004,2.36,Electronic Arts,Sports,N/A,PS2
379,Carrom 3D,111627,10.0 M,3,0.2,GAME BOARD,66986,11332,7797,4952,20558,FALSE,Star Wars Battlefront (2015),1.22,Electronic Arts,Shooter,2015,XOne
380,lichess • Free Online Chess,111431,5.0 M,4,3.0,GAME BOARD,88631,10037,3309,1639,7811,FALSE,Battlefield: Bad Company 2,01.02,Electronic Arts,Shooter,2010,X360
381,Chess for Android,109162,10.0 M,4,0.0,GAME BOARD,72559,13043,8357,3114,12088,FALSE,Guitar Hero: On Tour,01.01,Activision,Misc,2008,DS
382,Truth or Dare — Dirty Party Game for Adults 18+,104859,10.0 M,4,0.5,GAME BOARD,63550,14139,8933,4526,13709,FALSE,Assassin's Creed: Unity,0.89,Ubisoft,Action,2014,XOne
383,Chess Royale: Play and Learn Free Online,104158,5.0 M,4,9.4,GAME BOARD,64626,16981,7777,3110,11661,FALSE,Far Cry 3,1.75,Ubisoft,Shooter,2012,PS3
384,Loto Online,103101,5.0 M,4,0.6,GAME BOARD,71430,6210,4930,3160,17370,FALSE,Monster Hunter 4,0,Capcom,Role-Playing,2013,3DS
385,Chess Online,102300,5.0 M,4,2.1,GAME BOARD,69504,14461,6902,2820,8611,FALSE,Borderlands,0.73,Take-Two Interactive,Shooter,2009,X360
386,Praia Bingo - Bingo Games + Slot + Casino,100639,5.0 M,4,1.5,GAME BOARD,71102,9612,5095,2947,11880,FALSE,Tekken 4,1.27,Namco Bandai Games,Fighting,2002,PS2
387,Dr. Chess,100315,1.0 M,4,0.2,GAME BOARD,68732,12596,7028,2559,9397,FALSE,Battlefield 4,1.54,Electronic Arts,Shooter,2013,PS4
388,Domino! The world's largest dominoes community,99283,5.0 M,4,0.2,GAME BOARD,63654,17539,6861,3316,7910,FALSE,LittleBigPlanet 2,01.07,Sony Computer Entertainment,Platform,2011,PS3
389,🐍 Snakes and Ladders - Free Board Games 🎲,97958,10.0 M,4,16.5,GAME BOARD,61897,10411,8335,4489,12824,FALSE,Grand Theft Auto 2,02.07,Take-Two Interactive,Action,1998,PS
390,Super Bingo HD: Bingo Games,96841,1.0 M,4,0.0,GAME BOARD,69120,13560,6990,2520,4650,FALSE,Final Fantasy III,0,SquareSoft,Role-Playing,1994,SNES
391,Onet 3D - Classic Link Puzzle,95383,10.0 M,4,6.0,GAME BOARD,69374,14596,4246,1916,5248,FALSE,Spider-Man 2,1.2,Activision,Action,2004,PS2
392,Color by Number: Free Coloring Games - Paint Book,94264,10.0 M,4,1.3,GAME BOARD,65804,8875,5468,3396,10718,FALSE,F-1 Race,0.69,Nintendo,Racing,1990,GB
393,Okey Extra,93977,1.0 M,4,0.4,GAME BOARD,82738,2739,1215,707,6575,FALSE,FIFA Soccer 2003,2.28,Electronic Arts,Sports,2002,PS2
394,Ludo Neo-Classic : King of the Dice Game,92835,10.0 M,4,0.4,GAME BOARD,61320,9118,5819,3789,12787,FALSE,Crash Bash,1.47,Sony Computer Entertainment,Misc,2000,PS
395,Domino Qiu Qiu Online:Domino 99（QQ）,92620,1.0 M,4,1.3,GAME BOARD,73551,5890,4236,1963,6977,FALSE,LEGO Batman: The Videogame,01.03,Warner Bros. Interactive Entertainment,Action,2008,X360
396,Dr. Gomoku,92362,5.0 M,3,0.1,GAME BOARD,52380,14466,8352,3196,13966,FALSE,Metal Gear Solid V: The Phantom Pain,1.35,Konami Digital Entertainment,Action,2015,PS4
397,Mind Games (Challenging brain games),91738,10.0 M,4,293.1,GAME BOARD,57069,12037,6182,2937,13510,FALSE,The Legend of Zelda: Spirit Tracks,0.94,Nintendo,Action,2009,DS
398,Ultimate Jewel,89195,1.0 M,4,0.1,GAME BOARD,67405,14192,3528,1379,2688,FALSE,WWF War Zone,0.76,Acclaim Entertainment,Fighting,1998,PS
399,OKEY,82144,1.0 M,4,2.3,GAME BOARD,64478,7127,3558,1670,5308,FALSE,The Legend of Zelda: Majora's Mask,0.67,Nintendo,Action,2000,N64
400,Backgammon Offline,80887,1.0 M,4,1.0,GAME BOARD,48946,11333,7651,2607,10348,FALSE,Professor Layton and the Unwound Future,1.61,Nintendo,Puzzle,2008,DS
401,Yu-Gi-Oh! Duel Links,2113853,50.0 M,4,0.4,GAME CARD,1541203,217812,103751,54390,196694,FALSE,Rugrats: Search For Reptar,1.53,THQ,Adventure,1998,PS
402,Hearthstone,1765570,10.0 M,3,0.3,GAME CARD,960279,190763,105553,74294,434678,FALSE,Assassin's Creed IV: Black Flag,1.14,Ubisoft,Action,2013,X360
403,Solitaire,1590733,100.0 M,4,0.4,GAME CARD,1117298,308402,82191,25750,57090,FALSE,English Training: Have Fun Improving Your Skills!,0.99,Nintendo,Misc,2006,DS
404,Solitaire,1590733,100.0 M,4,0.4,GAME CARD,431463,90350,40065,15998,70189,FALSE,James Bond 007: Nightfire,1.29,Electronic Arts,Shooter,2002,PS2
405,Solitaire,1590733,100.0 M,4,0.4,GAME CARD,418115,47121,16871,6574,18567,FALSE,Ratchet & Clank,01.01,Sony Computer Entertainment,Platform,2002,PS2
406,Solitaire,1590733,100.0 M,4,0.4,GAME CARD,299715,68177,20617,4959,12653,FALSE,Mario Party 9,1.17,Nintendo,Misc,2012,Wii
407,World Series of Poker WSOP Texas Holdem Poker,1418398,50.0 M,4,0.8,GAME CARD,980671,195988,81079,37547,123112,FALSE,Star Wars Episode III: Revenge of the Sith,1.39,LucasArts,Action,2005,PS2
408,Live Hold’em Pro Poker - Free Casino Games,1120832,10.0 M,4,0.0,GAME CARD,703247,191160,84161,35024,107238,FALSE,Max Payne,01.05,Take-Two Interactive,Shooter,2001,PS2
409,Pyramid Solitaire Saga,1069313,10.0 M,4,0.1,GAME CARD,791561,173283,54038,15776,34652,FALSE,The Lord of the Rings: The Return of the King,1.28,Electronic Arts,Action,2003,PS2
410,UNO!™,926432,50.0 M,4,3.6,GAME CARD,679554,83354,43036,22743,97743,FALSE,Assassin's Creed Syndicate,1.92,Ubisoft,Action,2015,PS4
411,Solitaire Grand Harvest,881563,10.0 M,4,3.1,GAME CARD,687097,115002,29330,13767,36364,FALSE,Destiny,0.92,Activision,Shooter,2014,XOne
412,Solitaire TriPeaks: Play Free Solitaire Card Games,654922,10.0 M,4,1.1,GAME CARD,457634,120229,36631,12570,27855,FALSE,True Crime: Streets of LA,01.05,Activision,Action,2003,PS2
413,Solitaire,648068,50.0 M,4,0.0,GAME CARD,1117298,308402,82191,25750,57090,FALSE,Wii Music,1.13,Nintendo,Misc,2008,Wii
414,Solitaire,648068,50.0 M,4,0.0,GAME CARD,431463,90350,40065,15998,70189,FALSE,Gran Turismo (PSP),1.59,Sony Computer Entertainment,Racing,2009,PSP
415,Solitaire,648068,50.0 M,4,0.0,GAME CARD,418115,47121,16871,6574,18567,FALSE,Monster Hunter X,0.19,Capcom,Action,2015,3DS
416,Solitaire,648068,50.0 M,4,0.0,GAME CARD,299715,68177,20617,4959,12653,FALSE,Tekken,1.3,Sony Computer Entertainment,Fighting,1995,PS
417,Gin Rummy Plus,561518,10.0 M,4,0.8,GAME CARD,426538,60455,24904,10746,38873,FALSE,FIFA 16,2.11,Electronic Arts,Sports,2015,XOne
418,Spider Solitaire,533216,10.0 M,4,1.1,GAME CARD,396321,89813,23855,6905,16319,FALSE,L.A. Noire,1.33,Take-Two Interactive,Adventure,2011,PS3
419,Solitaire,507250,50.0 M,4,0.9,GAME CARD,1117298,308402,82191,25750,57090,FALSE,Madden NFL 16,0.3,Electronic Arts,Sports,2015,PS4
420,Solitaire,507250,50.0 M,4,0.9,GAME CARD,431463,90350,40065,15998,70189,FALSE,Yokai Watch 2 Ganso/Honke,0,Nintendo,Role-Playing,2014,3DS
421,Solitaire,507250,50.0 M,4,0.9,GAME CARD,418115,47121,16871,6574,18567,FALSE,007: Tomorrow Never Dies,1.33,Electronic Arts,Shooter,1999,PS
422,Solitaire,507250,50.0 M,4,0.9,GAME CARD,299715,68177,20617,4959,12653,FALSE,Baseball,0.1,Nintendo,Sports,1983,NES
423,Truco Blyts,501154,10.0 M,4,0.6,GAME CARD,353392,85751,30329,9306,22372,FALSE,Killer Instinct,0.72,Nintendo,Fighting,1995,SNES
424,Poker Games: World Poker Club,494492,10.0 M,4,0.6,GAME CARD,405050,31047,9361,5998,43034,FALSE,WWF SmackDown! 2: Know Your Role,1.21,THQ,Fighting,2000,PS
425,Legends of Runeterra,485069,10.0 M,4,1.6,GAME CARD,389106,51098,13716,6473,24675,FALSE,Crisis Core: Final Fantasy VII,0.6,Square Enix,Role-Playing,2007,PSP
426,Deck Heroes: Legacy,469770,10.0 M,4,0.0,GAME CARD,341845,41158,25636,13347,47782,FALSE,God of War: Chains of Olympus,01.01,Sony Computer Entertainment,Action,2008,PSP
427,Durak Online,467621,10.0 M,3,37994.4,GAME CARD,275963,46108,26591,15940,103016,FALSE,Dragon Quest VI: Maboroshi no Daichi,0,Enix Corporation,Role-Playing,1995,SNES
428,Solitaire,406124,10.0 M,4,0.3,GAME CARD,1117298,308402,82191,25750,57090,FALSE,Dance Central,0.77,MTV Games,Misc,2010,X360
429,Solitaire,406124,10.0 M,4,0.3,GAME CARD,431463,90350,40065,15998,70189,FALSE,Enter the Matrix,1.12,Atari,Action,2003,PS2
430,Solitaire,406124,10.0 M,4,0.3,GAME CARD,418115,47121,16871,6574,18567,FALSE,Super Mario Maker,0.87,Nintendo,Platform,2015,WiiU
431,Solitaire,406124,10.0 M,4,0.3,GAME CARD,299715,68177,20617,4959,12653,FALSE,Fallout: New Vegas,01.08,Bethesda Softworks,Role-Playing,2010,PS3
432,Poker Heat™ - Free Texas Holdem Poker Games,374842,5.0 M,4,0.2,GAME CARD,279209,46731,11785,6217,30897,FALSE,LEGO Batman: The Videogame,01.02,Warner Bros. Interactive Entertainment,Action,N/A,Wii
433,Solitaire,353226,10.0 M,4,0.1,GAME CARD,241310,65576,20366,8114,17858,FALSE,Rhythm Heaven,0.51,Nintendo,Misc,2008,DS
434,Dummy & Toon Poker Texas slot Online Card Game,350853,5.0 M,4,0.1,GAME CARD,256571,35754,18091,7763,32671,FALSE,Ace Combat 04: Shattered Skies,0.56,Sony Computer Entertainment Europe,Simulation,2001,PS2
435,Fairway Solitaire Blast,337505,5.0 M,4,0.0,GAME CARD,270355,51158,10680,1976,3334,FALSE,Club Penguin: Elite Penguin Force,0.98,Disney Interactive Studios,Adventure,2008,DS
436,피망 뉴맞고 : 고스톱으로 대한민국 1등,325427,10.0 M,3,0.4,GAME CARD,184232,41857,24227,10264,64845,FALSE,Animal Crossing,0.16,Nintendo,Simulation,2001,GC
437,Conquian Zingplay: el mejor juego de cartas gratis,321884,1.0 M,4,1.8,GAME CARD,269993,31051,10360,2940,7539,FALSE,LEGO Batman: The Videogame,01.06,Warner Bros. Interactive Entertainment,Action,2008,DS
438,GWENT: The Witcher Card Game,320403,1.0 M,4,2.1,GAME CARD,253370,43423,9203,3437,10967,FALSE,Sonic Rush,1.57,Sega,Platform,2005,DS
439,Spider Solitaire,313503,10.0 M,4,0.1,GAME CARD,247002,49280,8994,2338,5886,FALSE,Resident Evil 6,0.97,Capcom,Shooter,2012,PS3
440,Order & Chaos Duels,311834,1.0 M,4,0.0,GAME CARD,204963,59535,18594,7042,21697,FALSE,Halo: The Master Chief Collection,0.99,Microsoft Game Studios,Shooter,2014,XOne
441,Spades Plus - Card Game,305751,10.0 M,4,0.4,GAME CARD,239774,24103,11159,6631,24083,FALSE,FIFA Soccer 08,0,Electronic Arts,Sports,2007,PS2
442,Governor of Poker 2 - OFFLINE POKER GAME,290160,5.0 M,4,0.1,GAME CARD,181785,42321,20426,10233,35392,FALSE,Spider-Man,1.25,Activision,Action,2000,PS
443,"Jawaker Trix, Tarneeb, Baloot, Hand & More",281352,10.0 M,4,5.3,GAME CARD,199329,10974,7664,4036,59346,FALSE,Need for Speed III: Hot Pursuit,0.86,Electronic Arts,Racing,1998,PS
444,Buraco Canasta Jogatina: Card Games For Free,265004,10.0 M,4,0.2,GAME CARD,177294,36354,18820,8577,23957,FALSE,Star Wars Episode I Racer,0.62,Nintendo,Racing,1999,N64
445,Governor of Poker 3 - Free Texas Holdem Card Games,263341,5.0 M,4,1.0,GAME CARD,190221,26703,9851,5793,30771,FALSE,Personal Trainer: Cooking,1,Nintendo,Misc,2006,DS
446,Texas Hold'em & Omaha Poker: Pokerist,245912,10.0 M,4,0.6,GAME CARD,159956,26398,12115,6172,41269,FALSE,The Elder Scrolls IV: Oblivion,0.87,Ubisoft,Role-Playing,2007,PS3
447,Indian Rummy: Play Rummy Game Online,240095,10.0 M,4,0.6,GAME CARD,158888,27598,14303,7201,32103,FALSE,Dragon Warrior IV,0,Enix Corporation,Role-Playing,1990,NES
448,RummyCircle - Play Indian Rummy Online | Card Game,232276,10.0 M,4,0.7,GAME CARD,154927,28783,11168,5738,31658,FALSE,Heavy Rain,1.27,Sony Computer Entertainment,Adventure,2010,PS3
449,FreeCell Solitaire,230415,10.0 M,4,0.5,GAME CARD,169079,43639,8617,2639,6438,FALSE,Mass Effect 2,0.82,Electronic Arts,Role-Playing,2010,X360
450,TopFun Domino QiuQiu:Domino99 (KiuKiu),211163,5.0 M,4,0.8,GAME CARD,141282,14863,12545,7859,34611,FALSE,FIFA 15,02.02,Electronic Arts,Sports,2014,X360
451,Spades Royale - Best Online Spades Card Games App,208319,1.0 M,4,1.7,GAME CARD,175964,12836,6602,3371,9544,FALSE,Dragon Ball Z: Budokai,0.28,Atari,Fighting,2002,PS2
452,Solitaire TriPeaks Journey - Klondike Card Games,205537,5.0 M,4,1.6,GAME CARD,156282,28591,12716,3029,4918,FALSE,Madden NFL 2002,0.16,Electronic Arts,Sports,2001,PS2
453,Durak,202598,5.0 M,4,0.1,GAME CARD,145751,24108,8139,4224,20373,FALSE,World Class Track Meet,0.45,Namco Bandai Games,Sports,1986,NES
454,Spades Free,200923,5.0 M,4,0.0,GAME CARD,137772,38789,11720,4586,8053,FALSE,Borderlands 2,0.91,Take-Two Interactive,Shooter,2012,X360
455,Domino QiuQiu 2020 - Domino 99 · Gaple online,194946,5.0 M,4,3.4,GAME CARD,158260,10262,8488,4393,13540,FALSE,The Legend of Zelda: A Link Between Worlds,0.99,Nintendo,Action,2013,3DS
456,Scopa - Free Italian Card Game Online,191804,5.0 M,3,1.1,GAME CARD,115344,20710,10774,7259,37715,FALSE,Donkey Kong,0.62,Nintendo,Platform,1994,GB
457,Microsoft Solitaire Collection,178476,5.0 M,4,1.5,GAME CARD,135825,19743,7755,4561,10590,FALSE,The Sims: Vacation,1.21,Electronic Arts,Simulation,2002,PC
458,Solitaire Arena,177098,1.0 M,4,0.0,GAME CARD,121906,34850,10285,3125,6930,FALSE,Mass Effect 3,0.86,Electronic Arts,Role-Playing,2012,X360
459,Mango Capsa Susun,174545,5.0 M,3,0.2,GAME CARD,96745,13756,10747,6368,46927,FALSE,Kung Fu Panda,0.84,Activision,Action,2008,X360
460,Solitaire,172895,5.0 M,4,0.2,GAME CARD,136067,21789,6870,2356,5811,FALSE,Far Cry 3,1.35,Ubisoft,Shooter,2012,X360
461,Solitaire,172895,5.0 M,4,0.2,GAME CARD,121771,32009,6485,1307,3182,FALSE,Epic Mickey,0.64,Disney Interactive Studios,Platform,2010,Wii
462,Solitaire,172895,5.0 M,4,0.2,GAME CARD,114538,32551,6438,1309,2919,FALSE,Saints Row 2,0.8,THQ,Action,2008,X360
463,Soccer Spirits,170875,1.0 M,4,0.0,GAME CARD,111965,21094,10487,6272,21054,FALSE,Rayman,1.33,Ubisoft,Platform,1995,PS
464,Belote.com - Free Belote Game,170181,1.0 M,4,55880.6,GAME CARD,116976,33175,10188,3336,6503,FALSE,Killzone 2,01.07,Sony Computer Entertainment,Shooter,2009,PS3
465,Solitaire,164757,5.0 M,4,0.1,GAME CARD,136067,21789,6870,2356,5811,FALSE,Tom Clancy's Splinter Cell,01.04,Ubisoft,Action,2002,XB
466,Solitaire,164757,5.0 M,4,0.1,GAME CARD,121771,32009,6485,1307,3182,FALSE,Mike Tyson's Punch-Out!!,0.47,Nintendo,Fighting,1987,NES
467,Solitaire,164757,5.0 M,4,0.1,GAME CARD,114538,32551,6438,1309,2919,FALSE,WWE SmackDown! Shut Your Mouth,1.13,THQ,Sports,2002,PS2
468,Polskie Złote Zdrapki,163771,1.0 M,4,0.1,GAME CARD,123907,22509,8782,2537,6034,FALSE,Gears of War: Ultimate Edition,0.32,Microsoft Game Studios,Shooter,2015,XOne
469,Solitaire,157757,5.0 M,4,1.0,GAME CARD,136067,21789,6870,2356,5811,FALSE,NBA 2K13,0.21,Take-Two Interactive,Sports,2012,X360
470,Solitaire,157757,5.0 M,4,1.0,GAME CARD,121771,32009,6485,1307,3182,FALSE,Dragon Ball Z: Budokai Tenkaichi 3,0,Atari,Fighting,2007,PS2
471,Solitaire,157757,5.0 M,4,1.0,GAME CARD,114538,32551,6438,1309,2919,FALSE,wwe Smackdown vs. Raw 2006,01.02,N/A,Fighting,N/A,PS2
472,Truco ZingPlay: Jogo de cartas online grátis,155922,1.0 M,4,0.2,GAME CARD,115228,10542,7061,4284,18804,FALSE,Middle-Earth: Shadow of Mordor,1.41,Warner Bros. Interactive Entertainment,Action,2014,PS4
473,ไพ่แคง - มีดัมมี่ ป๊อกเด้ง ไฮโล เก้าเก,155644,5.0 M,4,2.1,GAME CARD,129663,10105,5550,2561,7763,FALSE,Star Fox,0.51,Nintendo,Shooter,1993,SNES
474,Fairway Solitaire - Card Game,154738,5.0 M,4,0.6,GAME CARD,116190,23913,7511,2297,4824,FALSE,The Sims: Livin Large,1.18,Electronic Arts,Misc,2000,PC
475,Solitaire: classic card game,153690,5.0 M,4,1.5,GAME CARD,136827,9554,2785,1257,3264,FALSE,World Soccer Winning Eleven 6 International,1.26,Konami Digital Entertainment,Sports,2002,PS2
476,Dummy Hero,152145,1.0 M,4,0.2,GAME CARD,102186,25534,13116,3079,8228,FALSE,Devil May Cry,0.86,Capcom,Action,2001,PS2
477,Solitaire Collection,150087,5.0 M,4,0.4,GAME CARD,121848,19155,4401,1457,3224,FALSE,Animal Crossing: Happy Home Designer,1,Nintendo,Simulation,2015,3DS
478,Reigns,146718,500.0 k,4,0.1,GAME CARD,108356,25417,5887,2868,4187,TRUE,Battlefield: Bad Company 2,1.12,Electronic Arts,Shooter,2010,PS3
479,Solitaire Classic,145613,5.0 M,4,0.7,GAME CARD,114843,19267,5656,1668,4177,FALSE,The Sims 4,1.72,Electronic Arts,Simulation,2014,PC
480,Solitaire!,145481,10.0 M,4,0.0,GAME CARD,106115,27404,6189,1966,3803,FALSE,Star Wars: The Old Republic,01.01,Electronic Arts,Role-Playing,2011,PC
481,The Elder Scrolls: Legends,143615,1.0 M,3,0.1,GAME CARD,85985,19159,9904,5796,22768,FALSE,Sonic Heroes,1.37,Sega,Platform,2003,PS2
482,Solitaire,142577,10.0 M,4,1.4,GAME CARD,114899,14187,5903,2100,5485,FALSE,Kirby Super Star Ultra,0.04,Nintendo,Platform,2008,DS
